,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
LINE UP MONTEVIDEO'S PORT ,,,,,,,,,,,,,,,
,,, ,,,,,,,,,,,,
DATE,18-may-21,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
ANP & OBRINEL BERTHS - BULK CARRIERS,,,,,,,,,,,,,,,
VSLS,ETA,CARGO,TYPE,SELLER,CHARTERER,PORT OPERATOR,ETB,ETC,ETF,ETS,ORIGIN/DESTINATION,PIER,COMMENTS,DRAFTS,WAITING DAYS
MV ASAHI BULKER,4/20/21 20:42,31.652,Cement in big bags,TBC,TBC,TAMIBEL,24/04/2021 14:00,24/04/2021 18:00,02/05/2021 12:15,02/05/2021 17:30,TURKEY,6/7,DISCH,"10,16","3,7"
MV MOLESON,4/19/21 8:00,31.582,Bagged rice,TBC,TBC,TACUA,19/04/2021 19:20,19/04/2021 23:00,02/05/2021 16:00,02/05/2021 20:20,IRAK,1/2,LOAD,"9,75","0,5"
MV WATER LILY,4/28/21 8:00,40.440,Wood chips,TBC,TBC,TRANSGRANEL,28/04/2021 15:55,28/04/2021 18:00,03/05/2021 10:00,03/05/2021 13:00,PORTUGAL,8/9,LOAD,"10,00","0,3"
MV HERCULES OCEAN,4/30/21 13:20,20.660,Soybeans,CARGILL,TBC,TGM,5/2/21 4:48,5/2/21 7:50,5/3/21 19:25,5/3/21 21:34,EGYPT,TGM,LOAD,"12,00","1,6"
MV EVA BULKER,4/24/21 4:00,26.047,Wood logs,TBC,TBC,TAMIBEL,5/30/21 13:30,5/30/21 16:00,05/05/2021 10:00,05/05/2021 16:10,CHINA,C,LOAD,"10,50","36,4"
MV SAGAR RATAN,5/4/21 0:00,10.457,Soybeans,LDC,TBC,TGM,5/4/21 3:00,5/4/21 4:10,5/5/21 15:43,5/5/21 18:06,EGYPT,TGM,LOAD,"12,00","0,1"
MV OCEAN DROVER,4/25/21 20:00,3.078,Livestock,TBC,TBC,TACUA,02/05/2021 19:55,02/05/2021 23:00,07/05/2021 12:00,07/05/2021 15:40,MAURITIUS,6/7,LOAD,"7,30","7,0"
MV HEMUS,4/28/21 13:00,2.617,Fertilizer,NITRON,NITRON,NOBLEZA,5/5/21 20:10,5/6/21 13:00,5/8/21 8:00,5/8/21 10:55,EGYPT,C,DISCH,"10,70","7,3"
MV AFRICAN LARK,4/29/21 6:00,16.969,Wood logs,TBC,TBC,PLANIR,05/05/2021 15:00,06/05/2021 13:00,09/05/2021 07:00,09/05/2021 12:00,INDIA,8/9,LOAD,"10,30","6,4"
MV AFRICAN EGRET,4/28/21 23:00,13.713,Wood logs,TBC,TBC,PLANIR,04/05/2021 18:20,04/05/2021 21:00,09/05/2021 22:00,10/05/2021 04:45,INDIA,1/2,LOAD,"10,30","5,8"
,,13.776,Wood logs,,,,,,,,,,,,
,,6.866,Wood logs,,,,,,,,,,,,
MV INTERLINK EQUITY,5/2/21 20:12,2.204,Fertilizer (GMOP),NITRON,NITRON,NOBLEZA,5/10/21 7:30,5/10/21 8:45,5/11/21 2:45,5/11/21 7:00,RUSSIA,1/2,DISCH,"10,30","7,5"
,,1.101,Fertilizer (GMOP),,,,,,,,,,,,
MV PRINCESS MARGO,5/10/21 22:30,10.717,Soybeans,COFCO,TBC,TGM,5/11/21 7:00,5/11/21 8:30,5/12/21 0:15,5/12/21 2:40,EGYPT,TGM,LOAD,"12,00","0,4"
MV MOUNTPARK,5/7/21 19:00,2.503,Fertilizer (NPS),NITRON,NITRON,NOBLEZA,5/11/21 4:50,5/11/21 6:14,5/12/21 17:35,5/12/21 21:36,CHINA,3/4,DISCH,"10,20","3,4"
,,1.579,Fertilizer (NPS),,,,,,,,,,,,
MV AMELIE,5/13/21 13:00,2.500,Fertilizer,NITRON,NITRON,TBC,5/13/21 16:15,5/13/21 17:30,5/14/21 7:00,5/14/21 10:15,FINLAND,TBC,DISCH,"10,30","0,1"
MV COYOTE,4/28/21 7:00,31.500,Bagged rice,TBC,TBC,TACUA,07/05/2021 17:45,07/05/2021 21:00,15/05/2021 00:00,15/05/2021 03:20,IRAK,6/7,LOAD,"9,75",
MV PANAFRICAN,5/13/21 18:00,17.600,Soybeans,CARGILL,TBC,TGM,5/13/21 19:45,5/13/21 21:30,5/15/21 10:00,5/15/21 13:35,CHINA,TGM,LOAD,"12,00",
MV SINLAU BULKER,5/10/21 19:30,32.000,Wood logs,TBC,TBC,TAMIBEL,11/05/2021 09:05,11/05/2021 13:00,16/05/2021 18:00,17/05/2021 01:20,INDIA,1/2,LOAD,"11,00",
